# rank.exe refute -- refutation book, one entry per position where the
# book-wearer moves. Lines carry the full continuation to the win, so the
# wearer's own brain is never consulted on a covered line.
# oracle=ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2
# board=boards/board1.txt	roster=ranking/roster_refute_snapshot.txt
# targets=210	solved=203
# wear it as: ab(deep=8,tt,ord,nodes=2m)@3.classic(chip=100)@2.opener(book,book=26)@1
73255455a4cbf50f 2 7 1
73410334ccb3caf7 1 4 1
734c7879313ec8d1 3 6 4
734f61259e96a10f 2 3 1
73781c40187c769c 4 6 3
737e65ff41f3fa32 7 4 7
73817f3fc499e0db 5 3 4
73c5966e61ed8196 4 1 3
743749ed036b8bb1 2 5 1
7467e9fa25c336a7 5 1 4
7491b92a990ee1c5 1 4 0
74bf5fc6cb42f9d5 0 4 1
74cc40a295a98d09 3 4 2
74ea6d7a07fdd446 3 4 2
74ebf29e7387341a 1 5 0
74fec5a17aea1248 4 3 3
751d6c1d107c2551 5 6 4
752296da6ea29561 1 5 0
7524f29ba66e9754 1 1 0
752b984cda890e47 3 6 2
753cf4bbb6e8c197 5 3 5
756013cff7cb7604 2 5 2
757170d03273bf52 1 4 1
75a81659bf6afd55 4 3 4
761f9130401cbfbb 5 4 6
7650fbe30c48bc88 3 4 3
769c1d7cfa28e323 1 5 0
769e15d2da594ac4 5 3 6
76b40a6bf2b62915 1 3 0
76c4f453c24e712b 0 7 1
76dd67455830a1d5 1 7 2
76e73fb75aac41b2 0 4 1
76edf48740d2159a 1 3 1
76ef7511249bcf49 1 3 2
772c424cea2b3c2b 5 1 4
77356357f4881290 3 4 4
77585a80e397e092 2 3 2
7763f0fab53af2c1 7 1 6
776f2aed1de4ccf7 2 2 1
77a810b4a350783d 2 5 1
77af7e31111e9b56 1 4 1
77cc3d10650f945e 3 4 4
77cc9f885f865fb5 0 3 1
77cd732194fccaef 0 3 0
77e42f1467a9b08d 0 5 1
77e7af6d3013ae67 6 6 5
77ece4403924dd7e 5 3 6
780089e6d3bd49bc 4 7 3
7816221273e91eb3 3 2 2
782210c05b65f111 2 3 1
783642c21671fe96 6 1 5
78366668cee0c71c 1 5 2
7869d2977d801edf 5 1 4
787ef177e45b0958 6 2 5
7880c3433ab7d8a0 0 4 0
7884295ecbeb4a96 0 2 1
789a0e4ff4158321 5 4 4
789cc8df2ac0ffff 6 1 5
78adbda0b4beecee 0 4 1
78e701f7fbae15da 3 4 3
78ea73e6633fe7b7 2 3 1
790358ec5de4f6bd 0 2 1
792ea4ee62870979 4 3 5
793d726b2a1614fb 1 4 0
79476af4f208986e 4 2 3
7951dfd86483b761 3 4 2
7972160368debeb6 0 3 1
79894d5d19c2c723 3 4 3
799be95cad69a5eb 2 5 3
799f78f4e804f2dc 0 3 1
79a504be359b7ab8 2 2 3
79a94006edf7db15 0 2 1
79bf74a96650eff7 1 4 1
79d22a9a147b0967 1 3 0
79d9c7350af4b0d9 3 0 4
79e3288b100b70dc 2 4 1
79fed36becb879e2 1 4 2
7a0c34d84e8df222 3 1 2
7a0db0bb4e3d39a5 2 1 1
7a0e3662a91b97db 1 5 0
7a1fe6218b53c5c4 5 7 4
7a24cd4012d4f872 0 5 1
7a2b74e76f1db215 0 4 0
7a57b37048b58268 5 6 4
7a59f84f40ee0fa0 1 3 2
7a6d973464a03120 5 4 4
7a70c24f343c1baa 1 3 2
7a9c310edf59bf5b 1 5 0
7abfdaf4a2cdc968 1 4 0
7ac1461fb4071351 0 4 0
7ad72e66dac9273e 6 5 5
7b0a8bfc8c6c010c 0 0 1
7b1085c7367d7ff3 1 3 2
7b1282b78f9953ce 3 1 2
7b2488b6ce962401 2 3 1
7b32e634208b2e96 3 6 4
7b3986721d838313 3 3 2
7b4666ffbbd007b4 1 4 0
7b48d57ed1fce646 7 5 6
7b77450920c1b43e 3 1 2
7b7939a75344eaa4 1 4 0
7b7fb1100e4fdd69 0 4 0
7bb64b61175859b0 0 4 1
7bdc31caf9ec8c3d 0 5 1
7c0e7dda629e1486 2 3 1
7c0e9932f64a03a4 6 4 7
7c0ee039536c9d18 1 3 0
7c22140c1aaba7d7 5 3 5
7c2842479d34381e 3 5 4
7c2884009f0ff5fb 2 3 1
7c426957b513f0ac 1 3 2
7c47483fca5483f2 5 6 4
7c4a04de5951c95f 4 3 4
7c5c834d580b80b2 6 2 5
7c605bf850647470 6 1 5
7c754898e9046c70 0 3 1
7c7a249d74ef07ee 2 5 1
7c7fc67659d12ac8 2 6 1
7ca295738a227233 5 3 4
7ca4cd653c0b4647 4 4 3
7cd355b10d31a398 3 4 3
7ce52cf2edf9c477 3 3 2
7ce82737f15a45ed 0 2 1
7cf015cf7bfad5a9 1 4 2
7d0bca5f8a28c2e9 5 4 6
7d18e566e3979a55 0 4 1
7d1c5043623c630c 1 2 0
7d2aa8f3b95b7b2e 2 4 1
7d5a4dd70bdb0946 3 1 2
7d5b3fc1ff072610 5 3 4
7d5cd096d4f0af1c 2 2 1
7d5eb6a73fba1d48 5 6 4
7d7739a450ee3f11 4 3 5
7d7d1a36ac453058 6 6 7
7d99355bc1851a7a 4 3 3
7db10c6d72ba1230 5 6 4
7dc9799a48fddbb1 1 0 0
7ddbd79cabc93b82 0 4 1
7de0f254ea4c493f 1 3 2
7de1e9cac85e2348 0 2 1
7de2fb687cc520de 0 0 1
7de3e727e1994829 7 4 6
7dec943132f938db 2 2 1
7df9363ac4073443 0 4 1
7e1d8427f7ab677c 5 3 6
7e21539d0e4885a8 1 2 0
7e2a7fef06be1515 6 6 5
7e37208d72217b12 3 3 2
7e40ea8f8eca9798 6 1 5
7e457e977801200e 2 7 3
7e5d57d20d306e53 2 3 1
7e9aa84428287f69 0 6 1
7e9e34f6884d1b7c 1 0 0
7ee75ade5358051a 4 6 3
7ee8d0594495e5d2 1 7 0
7eeebd26d1af81da 6 1 5
7effecd8e78f3a63 3 2 2
7f1b9fd87a54edba 6 0 5
7f34c2d5dd7f1704 0 3 1
7f35ce213d846877 1 3 0
7f8ed10e7c3826c3 3 7 2
7ff59e4390c6e474 0 7 1
8001161b8884547a 1 5 0
8001df235480f5a7 1 7 0
8006be0504e35cb3 7 5 6
8023e4fd881b26f8 1 4 2
8029141566891a3d 2 2 1
8038387e7e88f263 2 3 1
8045e1d4dff55a66 1 0 2
804b72ae3a5f4225 0 4 1
8055fc6acefc25b8 2 3 1
8065bfdf544e74a1 6 2 5
8066e7ebe18e1f8a 1 5 0
80708aa395a97599 0 4 1
807b4e87479d9556 1 4 2
808fbc8dd152998b 0 7 1
8098073c96063c0d 6 4 5
80ad45d7a41ecddc 6 3 7
80b09bb435ec24a9 0 4 1
80b5e925b738a946 3 3 2
80c26cacdcd69d00 4 4 3
80d0ee90fa2c0d50 2 2 1
80dd76d3e56aac4f 0 4 1
80e017924f33018e 0 2 1
80fa2d629c9954fb 3 1 2
8111cc730c45f4a8 3 1 4
81249a0a2c056159 2 5 1
812514547da0913b 5 4 6
812bcb3185e4c71b 1 4 2
813300c7750c734e 0 2 1
814ff0e1b19ee7aa 0 4 0
815dac64d07b7f7b 4 3 3
816a1463bb0c3003 0 5 1
81a207f829d7e2c5 6 1 5
81b2eff0d23e8f4e 3 5 2
81babbe51cfad4d9 0 1 1
81c260ae026e50c4 4 7 3
81e08f06f73b5f63 1 4 0
81e4118fda1b00d4 5 2 6
81ec7ff3a164ee39 4 5 5
820074ec4a3f866a 2 0 3
8202caafa249d40b 2 7 1
820ab8702cb07cd2 1 2 0
824bd7d00268b658 2 5 1
825e2144f7f42317 0 3 1
826e84e25545044c 3 3 3
8271895805a3cc26 1 5 0
8276b76a6d286bde 0 2 1
82a77c0ddad5779a 5 5 4
82b58d2356c4706d 5 3 4
82b625b719c7a2ff 1 7 0
82c8a7a9ef0b5261 2 1 1
82cb063a06acf314 0 3 0
82d4b59bd28ee91e 1 2 1
8308191e89638e5c 0 6 1
833654bea3f1fb8a 2 4 3
8338de335c365dd3 1 5 0
8339a02519e78354 1 4 1
833ec55aefd5c0a1 4 1 3
836c6a8e0a593ddc 2 5 3
836f9eb32da07da2 3 3 4
837b496069a4088b 3 2 3
8380cb2acbd4084d 7 1 6
83a6608bca1d684f 2 6 1
83acc3da3ccc1c8f 0 7 1
83c2d11b2681aff6 4 4 3
83c51668fa3973f2 1 7 0
83d2c70683091ff5 4 4 5
84314a2e440954ae 0 5 1
8442cf009a6b6e82 1 4 1
84437ca50d2466f9 3 7 4
84499f8650d1c420 1 0 0
845234ac7dee9ce1 2 3 2
845a1d6cabb6fa79 2 4 3
84994fbc8017f60d 3 1 2
849ef61e0abaf7e8 2 4 1
84a7d5e9183e314d 5 1 4
84b347e66b6f9f87 2 1 1
84b7695beb8fd5cb 0 5 1
84be4135f5edf661 6 2 5
84fab0f69f7d7d91 5 3 4
85000251a864597e 0 4 1
851d14b41a229c68 4 6 3
851e4cb18b70610c 0 5 0
853326dab3b3e720 2 5 1
853b367a3bec71db 3 7 2
854d6a204abf1b0e 3 2 2
854ffe39df44691b 4 1 5
8556aca1af153684 1 3 0
855f87884764821f 0 4 0
857774647f2dd6e2 3 6 2
858b8166eca5b5d6 4 5 5
85c13f787b9dd2bf 5 7 4
85c4c27e3d25fb2c 0 5 0
85cdbdef0ae85bdc 1 1 0
85e24398032565d5 0 3 1
8604b3a717c96abe 0 2 1
8621087861c7bf4c 7 3 6
864dd85cd6db127c 0 5 0
865b2cb826696eca 3 1 2
86681cb0b33eac53 1 5 0
8672eaccc53be1c4 6 6 5
869ad395bcdc90a2 3 6 2
86e1d10cd4715846 0 3 0
86e6abf6d8fbee79 1 6 0
86e9e5e48138e36b 0 3 0
8700af553a728aec 1 5 0
8700d0680711c1c5 3 1 2
87037297a8870c36 5 7 6
871268524a375798 1 4 0
87209a86dcca9dd8 6 6 5
87216b87382ed71e 5 2 4
873fd98e6af18ef8 1 3 0
8746e79cb63d9359 0 3 1
874b2ff7bbe40bd0 0 3 1
874ecb1f05825751 1 3 2
87998b15bc4719c5 1 4 0
87a17c8a569885de 5 6 6
87ef1c9543634079 3 2 2
8826eee5c18447ee 3 4 2
8846ccef074222ff 0 0 1
88523b3b33db5ea9 0 7 1
885bd5fb539093f1 4 3 5
885de91d997a9d92 4 4 3
88a2fc34d80eaaa5 1 3 2
88b43e529c8b50a0 4 1 5
88ffa15e4463c7dc 1 2 1
89003dcf6fd7f32d 1 7 2
89084f92eceda8f9 2 3 1
89202d73bd1928fe 1 4 2
8952f6812c63868a 3 2 2
89738a04f541edcb 2 2 2
897cc496736e591f 1 3 2
89908eeb9531e00d 3 6 2
8993a430cc20fb5b 5 1 4
89b312a77560e7b2 1 4 2
89be4534d14f6e1c 0 2 1
89d3f8994468c015 5 2 4
89d4c31e2f36b0f2 1 3 2
89d8c67f787701f4 2 4 3
89eba62843631299 0 2 1
89fa7fd0395619d1 1 4 1
89fff191e0050957 7 4 6
8a01f24d6bf0c247 0 0 1
8a0d20cf69da2d19 0 3 0
8a239279f60d2c93 4 1 3
8a24a5664ba3d3b9 6 2 5
8a36b496d22df330 3 6 2
8a3d0de63a6a7536 4 6 3
8a89aa4ec3d83e75 2 3 3
8a9a4f88fdb0e92e 2 2 3
8a9a676f4ca282b7 0 6 1
8ab581e98e6331cd 2 5 3
8ad484250207f515 0 4 0
8ad6c42fc43166f8 4 1 3
8aec7a074293df3a 1 1 2
8afc2bc3a3357326 4 2 3
8b1d90b845fb8acc 4 0 4
8b25dfe93d44d98a 3 2 2
8b489b200a3045fc 1 2 0
8b5195a13f3494be 2 3 2
8b55b0e9ec4af329 0 3 0
8b6daa8ccb27879c 1 5 2
8b796567f96e67f1 0 6 1
8b841b798661f97c 5 3 4
8b912a77cecbbaed 1 2 2
8b97c4058714045a 4 0 3
8b98b2c458dcf6d2 1 4 0
8bd11461e2b92a99 0 3 1
8bda4cb14ae0b504 2 7 1
8be1508dbbcccfdd 2 1 1
8bf3bcc53042e119 2 6 3
8c04e521e38b1117 1 4 2
8c23821a61714133 4 6 3
8c338debe9eaffe0 1 6 0
8c42fb388202bc76 1 4 2
8c5f546ff60ffd03 3 0 2
8c67bff4e46af858 6 5 5
8c6ea325febd5c3d 1 7 2
8c73e0f75a1d9aac 7 1 6
8c7f7c6701d94a7d 1 5 0
8c846c133089cec4 2 2 2
8c8695878dff41ce 2 6 1
8c95ad3ea3d75a0f 3 6 2
8cc31f763c219ef5 3 1 2
8cdc333162ad16c1 1 6 0
8d1c0e1275d29711 0 4 1
8d22365e817576cd 2 4 1
8d22dc3e1f0ae375 4 4 3
8d3969473735a7ca 4 6 3
8d6595024782c2aa 0 3 1
8d6917398feac66f 0 4 1
8d7f170bec44c8ae 0 4 1
8d850120d3abb4ab 3 1 2
8da2cdbac2d94c6c 6 1 5
8dcbd767f12a8484 3 6 2
8de6d5d62c313121 5 5 4
8decc1f06b1ce352 0 3 0
8e1ef02f8432e6f8 2 5 3
8e29086e8c96746b 1 1 0
8e3f51d6ea8e4036 2 6 1
8e41b9ea314127f2 1 0 0
8e46a50e5fd820dc 4 4 3
8e4b78380762e559 4 3 3
8e4e31e1fc1d081d 2 4 3
8e5e6db004d1a3e0 3 6 2
8e751baa8ac9b748 3 0 4
8e99503bbc8db0f0 5 2 4
8e9ee42be0362bb8 1 2 0
8ece4a97e064c0bf 1 6 0
8eda3b098cfed638 1 4 2
8ef5c6ae231501d1 1 3 2
8efa58d4053928cc 5 6 4
8f00277406c6e647 2 1 1
8f0dc334cb2d305c 1 4 0
8f1630793256e6ca 3 4 2
8f170cbefaa1a066 1 4 2
8f194f2ea4ded3ce 0 4 1
8f25e2e4804660dd 6 5 7
8f473b1d4f7ed3cd 3 4 2
8f4846fed95079ea 1 4 2
8f5ecb2a544ad078 2 2 1
8f737a7963cc4ad9 0 3 0
8f75bda4d52b9cf4 5 5 4
8f7fe15fa4c9ee9e 2 2 3
8f86cafad15defcd 3 4 3
8fc8f53ba0f9679a 2 2 1
8fd52a0d9fed4738 0 5 0
900b1efdd3993810 3 3 2
900cd677f984846c 2 3 3
9014436c57b4264a 2 1 1
9060083d8a366aeb 1 7 0
9063ee6636d27f92 4 5 3
907b29a3789f7cc1 4 4 4
909a2c062dc1679f 3 3 3
90afa7a310d86234 3 2 2
90c67262c9436f74 0 2 1
90da5c999758c1e5 0 3 1
9116dc08f4353951 3 1 2
912157c2b52995d6 3 1 4
9125dbe4cb268fd8 3 5 4
91500cdd280032ba 2 4 3
91614b212c45266e 3 6 2
9173a4e53472dbf4 0 3 1
9192ed690c7b3119 1 6 0
91a694a1702b54a0 1 0 2
9211f43d8f8fb47e 3 4 2
922de7a9555c7b37 1 3 0
923597d1c454d892 1 4 0
924e18d6c183620a 1 6 2
925217dd36231d42 1 6 0
925efb8b90290cc7 1 3 2
9268b1448c597349 2 5 1
9271c085c6291919 2 6 1
92773a100d8d1ad3 0 3 1
92d2d3e728d118fd 3 1 2
92e4267164d66be3 0 4 1
92eb4615788772f5 4 3 3
92ff44537627e729 0 2 1
93142f618cb507e2 5 1 4
9344a84be81cf385 6 3 6
93822b2161a1a747 3 4 3
93841ae89d7adc56 1 6 0
939d739c5587effa 3 2 2
93c9ad46e738cd53 2 6 1
93ed8b9c6c9103fe 5 2 6
93f48a76bfe893dd 0 2 1
940cc6127083a4ad 0 2 1
940e6cf34baa454a 1 4 0
942d15f6108088db 4 5 3
9435d41ff97ec52f 2 4 1
9448e27d24c22fb8 0 7 1
944ab119537f8ceb 0 4 1
944f22eea446fe84 4 7 4
946339643c662501 1 4 1
9487ee50aef4aa7a 1 3 2
94a10685b9995403 3 5 4
94aabe6ba10df803 1 5 0
94abdd1aa8d83910 1 2 0
94c3dd9d6f14d28b 2 2 3
94c45bba2ca5dbd7 3 3 2
94dd061747dc4a38 3 6 2
94e4c13aa4e397ed 3 3 3
94eb0d6467ee34b9 3 2 4
950714708da0375b 2 3 1
951004839ad9a54b 3 0 4
9522b3de68304688 5 3 4
9531cf3ade96bd8a 5 6 4
9531d0f91f04fd38 3 2 2
95382aecdb6d1e45 1 5 0
954eed7b369777fd 3 2 2
9560c9fad199b896 4 3 5
957ab68f8b3c897d 0 3 1
95846de3f311b243 1 4 0
95889a04d98e036f 0 4 0
958b890d86fa57b7 1 2 2
95a80cccc2756624 3 1 2
95ab5fa0245e5980 1 5 0
95ad78440a80c670 1 3 0
95b92a8e78c73f79 4 2 3
95bf116094b4c174 1 3 0
95c21b5eee06fdbf 1 4 0
95c8f31e0bb014a8 0 4 1
95d05100295719d6 1 2 2
95d1375066cebd39 0 3 1
95eb9bcd9d75dbd8 1 2 2
95ebf894d42ebb3b 2 3 2
95f57e8ac6d676c5 1 2 1
95fbdcebdb3b34c3 2 2 2
960770d1feba5d0e 5 4 6
96254f5231cc91a6 6 0 7
9637480d12dfbbda 4 2 5
9639b5c123681433 1 0 0
965493c12413f8b2 0 3 1
9655f714beff9ea6 2 3 3
96643825059b5140 5 0 6
9668135b3c8442ce 2 6 1
967369e6bed1962b 2 6 1
96810a7f22db3edb 7 6 6
968208b24c369cfb 0 3 0
9691092e37ba262a 6 1 7
96a3338ef4747379 2 1 1
96a70bb5c2066656 3 2 2
96a72fe2263223c1 4 5 3
96daa281a4a1d7c7 1 3 2
96f56ae418f4138a 3 2 2
971d86f201bdf998 4 3 5
9743f13bd62e0f9b 0 4 1
97507b9dd0a8abd6 4 1 3
9750a478ead794bf 1 4 1
9754064b1efc1bd9 4 6 3
978a53c1d3bf6074 0 4 0
97942c0d1f740884 1 5 2
979bf29df32142f5 4 6 3
97b37ddc02d99045 5 2 4
97bc75d5c41ad581 4 1 3
97d0b3ad253c87a1 1 2 0
97d6650957c83cea 1 7 2
97daa12ac8d4ee6b 1 4 0
97de7450f8e1073f 1 1 0
97e7626431b4a8cf 4 5 3
9800af30a4898b42 3 6 2
98069e4d791c4c5b 1 6 2
98198e8d5c608c7a 1 2 0
9841d0500709cd29 3 4 3
98502a9b05c15713 1 4 2
987a1dbd94bed5cf 3 5 2
98a5aa439f0b7b38 1 3 2
98bb71a9ec35e970 4 4 3
98d17d015f68e7c8 1 2 0
98d3eb8289a1f5b7 3 3 3
98dd9966b3cecfed 3 4 2
98f0ecda69f89a3e 2 2 1
9935cbf6b15fd3c2 1 1 0
9949d7f0313a9279 2 2 1
9951558f56878719 3 7 3
99672f8a8c211163 1 2 0
99781170a477f5bc 1 1 0
9980e627861acafa 6 6 5
9980e666626aaf6d 1 7 2
99a4e8f2220c280d 1 5 0
99a8bf9b88c06661 3 0 2
99be1cca4a8b82de 4 4 3
99d4127436c08d8d 2 2 3
99d7adccd44082ed 0 2 1
99e49e20986ba4f7 1 1 2
9a153ed10b90e026 1 6 0
9a3a3e7958a4c3ec 1 1 0
9a57d7f9fa30147c 4 5 5
9a5e4c3cf5133c70 3 5 4
9a7844478f701c97 1 3 2
9a88d752e1135566 0 2 0
9a89dc3a3985ee67 3 0 2
9aa385bb8e15bac1 3 2 4
9aa45929bf77e837 5 3 5
9ad60d2f942c6362 4 5 5
9b057fc81b651be7 0 4 1
9b21df60dbb367ee 0 4 0
9b491079ad7cce29 2 2 3
9b4ee02e16bc9fdf 0 4 1
9b5dee1e588bc9c3 5 6 6
9b64afe528e84d99 1 7 0
9b6f198a4484eb46 0 2 1
9b7701e2405dfae6 3 1 2
9b950711ebc248ce 5 1 4
9b9ca98365cd4151 1 4 2
9ba489a0ba260429 0 2 0
9bbeea099caf9545 5 6 6
9bc0b5328a3dabfc 7 4 6
9bc988515a7eb5b3 6 3 6
9bf0ed49966d18c8 0 2 1
9bf7ff4e68db0055 0 5 0
9c277983f8bbc07f 1 5 0
9c3c6675be3dc88b 6 7 7
9c4676ab6bf9f825 2 5 2
9c483239fc8b00b1 1 6 0
9c4968b2b6e82031 0 4 0
9c6ed52801d35f65 4 7 3
9c76aadc4cb8a728 7 6 6
9c8c48039518a704 4 3 4
9c932a0e1b44dbcd 3 5 4
9cb297f99f780124 1 4 0
9cf5d6c5d84a20d9 0 5 1
9d2d6ac1637bc6c5 4 3 4
9d458ae3101c11e6 2 1 1
9d4f7c2e33b90d06 5 2 4
9d4ff71f824efddf 2 3 3
9d5f7a21b0682773 1 2 2
9d8c7aa6333af3f5 3 2 2
9d92a5d7e600fc1b 4 1 3
9dae75ce9f5c3289 7 1 7
9e25c1a755b77e83 1 5 1
9e7b13c23cbda8ea 1 4 2
9e8211430744cae1 0 3 0
9e8eb22910bb6bb7 1 2 2
9ea717ace8a24c36 0 5 0
9eb46f151e508ab3 1 4 2
9ec283383d169782 2 6 1
9ec3241e40e8f5a1 5 6 4
9ec611cc2c219acb 2 3 1
9ec9f045d36deeed 4 4 3
9eca650f962285e2 5 1 4
9ecc2d0e41fb22ac 7 1 6
9ed428f24320bae8 1 3 0
9f195738442e2a36 6 6 5
9f1b9e31dc8cab8b 3 7 2
9f23db7afd64a2ea 1 4 2
9f278e3663e98e16 2 0 1
9f49b2e95a9d37c3 5 2 4
9f57ec7553a02d33 5 1 4
9f67c5b41cca26b7 3 6 2
9f767e49076df138 6 6 5
9fe6e875d2b32d34 1 2 0
9fed4860dd44b5f9 0 0 1
a018d57e90df3ba3 0 3 0
a02e24aa523515fa 1 3 0
a049d8c2189a5c61 2 5 3
a05265d6baf2b824 1 2 0
a07a3f3c7f7d8b45 2 5 1
a08c88cc3f7dfa45 3 5 2
a08ef987eea9beaa 3 5 2
a0c2f5b7fd29b483 1 5 0
a0d5ec7a5019a826 0 4 0
a0ea16ddc16b7f0c 4 4 3
a102606d794cdb96 3 6 2
a136d185f6f18ecb 1 4 0
a14599b08ce56a41 5 3 4
a15881ceda335fd7 3 0 2
a15f1b2320fe9d0c 3 2 4
a1643821208fad08 6 3 5
a171de7074b42d79 1 5 0
a1740d50374a30cd 0 3 1
a174821123adb9a3 1 6 0
a1af2e714bf4acf1 2 3 1
a1b27adc79ded598 3 4 4
a1b7998a95112bb1 0 3 1
a1b9fadbcc57d08b 4 5 3
a1c3c7c1c2b2765e 0 2 1
a1e1c50cab06c6c2 5 4 4
a1edcd4fab9a56b8 2 2 3
a233c1e029a0e9c7 5 5 4
a24c2306c347875e 2 1 1
a2586474873bb8fa 3 2 4
a25c74e45cb049f6 3 3 2
a29c767a9658f62b 1 5 2
a2c88d062a692b7d 5 4 4
a30539b3c6ac13be 1 5 0
a305500b85214221 3 3 2
a30c811ff60f7417 1 5 1
a312464d0f3533af 1 0 0
a340f052a135c972 2 7 1
a34f05acff7775f1 3 1 2
a366dbc33f850448 1 3 0
a3711c8e2e9169ca 0 4 0
a3a5c4ac1c4a5d5b 1 4 0
a3b8a3fb51debeff 0 3 1
a3bfb619933e710c 1 4 2
a3e143078c668df2 5 6 4
a3f126e4cff720e1 3 3 4
a40874142e4c670b 2 0 1
a43ddbb1d6e3b002 4 4 4
a43f5a1ae9f983b1 2 6 3
a440e15660f02b36 2 3 1
a456c541abda492e 3 4 2
a458e9f99dcfc5b9 4 5 3
a47aefaa8769e032 3 3 2
a4992970611e94ee 1 3 2
a4cc0fa320248802 1 5 0
a4d860f8d22254ad 4 2 3
a4e0ea72da6cb84d 1 1 2
a4e1d79ab4a7739a 6 3 5
a4e6ff1e1700c15c 0 1 1
a4f6f560c4c8bae1 0 4 1
a51b348adf16cf8d 5 5 4
a5200a48ea39d99f 1 5 0
a5475d6d210a6157 4 4 3
a54902222a0f34e8 1 4 2
a56ea10068fcfb40 2 0 3
a57a76c1ba4ba64d 0 4 0
a597b84105eb4de7 0 3 1
a59ef2bcb983a1ee 1 2 0
a5f77a226753d001 5 6 4
a6156ce550768356 1 5 2
a62b6db058a0680e 2 3 1
a671452205125283 3 3 4
a676769747640d28 1 2 0
a67c0c1dfddf89fd 1 3 0
a680825c3c3e4c41 3 5 4
a688973ad4b59dfd 1 3 2
a69f6278bbd959bd 3 3 2
a6a19b07a93cfda1 0 2 1
a6b4063c7e7732af 1 3 0
a6daf183cb1987e2 2 2 3
a6e443a2d2b1d7a0 2 2 2
a70812a4bc07ec25 3 1 2
a70d8d813c2bf9f8 4 6 3
a70ea643fda26cc6 0 5 1
a7111c40f54edbf0 0 3 1
a716611075b80fd1 5 1 4
a74eaf07eb885d79 6 6 5
a750c2b5b9cb97ad 0 2 1
a75154194765605a 3 7 3
a75a129f67123dd7 5 6 6
a75cab730444444b 4 1 3
a7605ec92eb7fda6 0 0 1
a76f587bb1965fbc 3 1 4
a776b5fe8265b72d 1 5 0
a777537e4739f30e 0 2 1
a77c131f61a7d65e 5 6 4
a7a34cd3a356d751 6 6 7
a7aae9e1ba5dda07 4 5 3
a7b91cd832e509fc 0 3 0
a7bb44319102c07a 3 5 2
a7bdd754a22779ae 6 3 7
a7cc7bcf092c51a0 7 2 6
a7cf3f8eee83ca54 3 1 4
a8076d2ff9ceac38 7 3 7
a8101ce9eff90530 1 3 2
a81aac8855c44950 4 7 3
a820987fbb4ebea4 4 2 3
a830b8d02b21f3b2 3 2 2
a83fec922017ce1a 1 4 0
a842a74621e876cc 0 3 1
a8637ea889f1ff2b 5 3 4
a8a3f1345f91a596 2 1 1
a8a8f2409e96e089 2 4 3
a8bba34ac2ea5c65 1 2 2
a8c93c2c16ae8490 0 5 1
a8c97832a4944c17 4 0 3
a8f77e7a0d4575e8 2 3 2
a905235b2e82fa21 1 7 0
a923fb060a2664b4 4 7 3
a92a2fe5815a0146 1 5 0
a94f2c62134a29b8 3 6 2
a953813eb379ff4f 1 7 0
a9665ddb1d2a89bf 6 5 7
a96b788ad2de49ae 1 6 0
a9783facbb780bca 0 4 0
a983466bf79b79d6 5 1 4
a989ddcd04c220c3 2 3 1
a9afa7a3e463ed6a 1 5 0
a9afcb3d90b35c0f 3 3 4
a9b8ef6d26aaadd3 3 4 2
a9bb2bba1764b392 0 2 1
a9bece82fe41433d 4 2 4
a9d3476b18cb9da6 2 3 1
a9f4bf510e689ef9 2 6 1
aa00c6204c0b5fee 3 1 2
aa0428dd8a5c7ff2 0 7 1
aa12cf46cbff5165 6 1 5
aa1305ac95cb9450 2 5 1
aa2f57fe7da86778 1 2 0
aa47aff54591e352 1 2 1
aa69c8076d1416f8 2 2 3
aa7b1f19759bb741 0 5 1
aa86be982dd56237 3 1 2
aa870d73d4ae4894 5 1 4
aa888fcf56b17e2a 2 7 3
aa8ba0d0cdf15d45 2 2 3
aa9ce4e1fe15f9cb 3 6 2
aaa0980d1e4d255c 0 2 1
aaa37288bae0d697 1 5 0
aab435f003a775b5 1 4 2
aab9b99f1a0a3a2b 4 5 3
aad0a0e57bd27b21 3 3 2
aae088b344181b5a 2 6 1
aae2c830c61e327a 4 2 3
aaef728961fbc5fb 1 4 2
aaf3f11ec422cdac 0 0 1
ab015fed9d5803fe 0 2 1
ab145fc833244619 0 7 1
ab1eedfec1136701 0 4 1
ab21e3d44d39b255 1 4 1
ab29d0c2ee5b14ca 1 4 1
ab4936950a9a0d25 4 6 3
ab52d08ff3991104 1 1 0
ab5354a7fd3567da 1 6 0
ab844f6820fa3369 4 2 3
ab88cad29e80529e 0 3 1
aba480f5426d39ed 0 2 1
abb22c1a9bcda462 0 0 1
abbe82a1e5bb480c 3 1 2
abc75f5e43e7a7e3 7 1 6
abcc4b1d2666323d 4 3 3
abd3859fbc15dfe5 3 3 2
abf4010a116ea70b 3 2 2
ac34ac471bfe8dc3 0 5 1
ac4caba8b8704a94 1 1 0
ac4ed78581931c68 1 0 2
ac71737c7dae7388 1 4 0
ac761f50dade12cd 5 3 6
ac768d1f56eecff5 1 2 0
ac96184cbbce9902 1 3 0
ac97654af0346c9f 3 4 2
acdc20c9522ec2c1 4 6 3
ad07a199e13bf029 2 3 1
ad2a4da0b8b0472c 1 4 0
ad30fda37cad870e 2 3 1
ad32b660cdeb545c 0 3 1
ad567b97e5041377 1 5 0
ad5902238601ccb9 2 5 2
